sabha,work_id,work_category,work,state,ida,mp_name,elected_nominated,work_description,recommended_date,recommended_amount_rs,sanctioned_date,sanctioned_amount_rs,work_status,expenditure_total_rs,expenditure_transaction_count,expenditure_first_date,expenditure_last_date,expenditure_vendor_count,expenditure_payment_status_count,completion_date,amount_disbursed_rs,allocated_amount_rs,consent_total_rs,consent_event_count,consent_calamity_type_count,consent_calamity_name_count,recommendation_sanction_gap_rs,expenditure_to_sanction_ratio,recommendation_to_sanction_days,sanction_to_completion_days,completed,sr_no,image
Rajya Sabha,WS/MP001/2023-2024/1493,Normal/Others,"WS/MP001/2023-2024/1493-Construction of roads, link roads, pathways or any other road with or without drainage system",Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,??0??0??0 ??? ??????? ?????,2023-06-23,1484800.0,2023-09-05,1484800.0,Physical Inspection,,,,,,,2024-03-03,1484800.0,237168443.49,,,,,0.0,,74,180.0,1,60,Images
Rajya Sabha,WS/MP001/2023-2024/1494,Normal/Others,"WS/MP001/2023-2024/1494-Construction of roads, link roads, pathways or any other road with or without drainage system",Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,??? ??????? ?????,2023-06-23,989898.0,2023-08-12,989898.0,Physical Inspection,,,,,,,2024-07-04,989898.0,237168443.49,,,,,0.0,,50,327.0,1,61,Images
Rajya Sabha,WS/MP001/2023-2024/1495,Normal/Others,"WS/MP001/2023-2024/1495-Construction of roads, link roads, pathways or any other road with or without drainage system",Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,??? ??????? ?????,2023-06-23,989710.0,2023-08-12,989710.0,Physical Inspection,,,,,,,2024-03-03,989710.0,237168443.49,,,,,0.0,,50,204.0,1,62,Images
Rajya Sabha,WS/MP187/2023-2024/1496,Normal/Others,WS/MP187/2023-2024/1496-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-22,283000.0,196063957.11,,,,,0.0,,14,230.0,1,63,Images
Rajya Sabha,WS/MP187/2023-2024/1497,Normal/Others,WS/MP187/2023-2024/1497-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-22,283000.0,196063957.11,,,,,0.0,,14,230.0,1,64,Images
Rajya Sabha,WS/MP187/2023-2024/1498,Normal/Others,WS/MP187/2023-2024/1498-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-22,283000.0,196063957.11,,,,,0.0,,14,230.0,1,65,Images
Rajya Sabha,WS/MP187/2023-2024/1499,Normal/Others,WS/MP187/2023-2024/1499-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-22,283000.0,196063957.11,,,,,0.0,,14,230.0,1,66,Images
Rajya Sabha,WS/MP187/2023-2024/1500,Normal/Others,WS/MP187/2023-2024/1500-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-22,283000.0,196063957.11,,,,,0.0,,14,230.0,1,67,Images
Rajya Sabha,WS/MP187/2023-2024/1501,Normal/Others,WS/MP187/2023-2024/1501-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-22,283000.0,196063957.11,,,,,0.0,,14,230.0,1,68,Images
Rajya Sabha,WS/MP187/2023-2024/1502,Normal/Others,WS/MP187/2023-2024/1502-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-22,283000.0,196063957.11,,,,,0.0,,14,230.0,1,69,Images
Rajya Sabha,WS/MP187/2023-2024/1503,Normal/Others,WS/MP187/2023-2024/1503-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-21,283000.0,196063957.11,,,,,0.0,,14,229.0,1,70,Images
Rajya Sabha,WS/MP187/2023-2024/1504,Normal/Others,WS/MP187/2023-2024/1504-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-21,283000.0,196063957.11,,,,,0.0,,14,229.0,1,71,Images
Rajya Sabha,WS/MP187/2023-2024/1505,Normal/Others,WS/MP187/2023-2024/1505-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-21,283000.0,196063957.11,,,,,0.0,,14,229.0,1,72,Images
Rajya Sabha,WS/MP187/2023-2024/1506,Normal/Others,WS/MP187/2023-2024/1506-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-21,283000.0,196063957.11,,,,,0.0,,14,229.0,1,73,Images
Rajya Sabha,WS/MP187/2023-2024/1507,Normal/Others,WS/MP187/2023-2024/1507-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-22,283000.0,196063957.11,,,,,0.0,,14,230.0,1,74,Images
Rajya Sabha,WS/MP187/2023-2024/1508,Normal/Others,WS/MP187/2023-2024/1508-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-22,283000.0,196063957.11,,,,,0.0,,14,230.0,1,75,Images
Rajya Sabha,WS/MP187/2023-2024/1509,Normal/Others,WS/MP187/2023-2024/1509-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-22,283000.0,196063957.11,,,,,0.0,,14,230.0,1,76,Images
Rajya Sabha,WS/MP187/2023-2024/1510,Normal/Others,WS/MP187/2023-2024/1510-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-22,283000.0,196063957.11,,,,,0.0,,14,230.0,1,77,Images
Rajya Sabha,WS/MP187/2023-2024/1511,Normal/Others,WS/MP187/2023-2024/1511-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-21,283000.0,196063957.11,,,,,0.0,,14,229.0,1,78,Images
Rajya Sabha,WS/MP187/2023-2024/1512,Normal/Others,WS/MP187/2023-2024/1512-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-21,283000.0,196063957.11,,,,,0.0,,14,229.0,1,79,Images
Rajya Sabha,WS/MP187/2023-2024/1513,Normal/Others,WS/MP187/2023-2024/1513-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-21,283000.0,196063957.11,,,,,0.0,,14,229.0,1,80,Images
Rajya Sabha,WS/MP187/2023-2024/1514,Normal/Others,WS/MP187/2023-2024/1514-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-21,283000.0,196063957.11,,,,,0.0,,14,229.0,1,81,Images
Rajya Sabha,WS/MP187/2023-2024/1515,Normal/Others,WS/MP187/2023-2024/1515-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-21,283000.0,196063957.11,,,,,0.0,,14,229.0,1,82,Images
Rajya Sabha,WS/MP106/2025-2026/1516,Normal/Others,WS/MP106/2025-2026/1516-Development of playground,Madhya Pradesh,JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"Gram Nagna, Gram Panchayat Nagna, Janpad Panchayat Panagar ke Govt. Middle School Bhawan Parisar me Pevar Block kary hetu, District Jabalpur",2023-06-23,600000.0,2025-05-15,600000.0,Work Partially Completed,500000.0,2.0,2025-05-15,2025-05-19,1.0,1.0,,,220563957.11,,,,,0.0,0.8333333333333334,692,,0,83,
Rajya Sabha,WS/MP106/2023-2024/1517,Normal/Others,WS/MP106/2023-2024/1517-Construction of buildings for community cultural activities,Madhya Pradesh,JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"????? ???? ??????????, ????? ?????? ?????, ???? ?????? ????? ???? ?????? ??? ?????? ??????? ????.",2023-06-23,300000.0,2023-08-11,300000.0,Sanction,,,,,,,,,220563957.11,,,,,0.0,,49,,0,84,
Rajya Sabha,WS/MP106/2023-2024/1518,Normal/Others,WS/MP106/2023-2024/1518-Construction of community centers and community halls,Madhya Pradesh,JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"Samudayik bhavan nirman kary, Gram Madna, Gram Panchayat Imalia (Tikari) Janpad Panchayat Panagar, Vidhan Sabha Panagar, District Jabalpur",2023-06-23,300000.0,2023-10-05,300000.0,Work Partially Completed,,,,,,,,,220563957.11,,,,,0.0,,104,,0,85,
Rajya Sabha,WS/MP106/2024-2025/1521,Normal/Others,WS/MP106/2024-2025/1521-Construction of additional rooms and halls in the existing public and community building,Madhya Pradesh,JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"Sanyukt Rajak Samaj Sabha (Reg. no. 25664) Gwarighat sthit Dharm Shala main Kaksh nirman hetu, Vidhan Sabha Pashchim, District Jabalpur",2023-06-23,250000.0,2024-09-12,250000.0,Vendor Identification,,,,,,,,,220563957.11,,,,,0.0,,447,,0,86,
Rajya Sabha,WS/MP106/2023-2024/1522,Normal/Others,WS/MP106/2023-2024/1522-Providing supply pipelines for drinking water,Madhya Pradesh,JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"Gram Panchayat Richhai, Janpad Panchayat Jabalpur Sharda Nagar ke gram purva main Motor evam pipe line dwara jal suply hetu, vidhan Sabha Panagar, District Jabalpur",2023-06-23,300000.0,2023-10-06,300000.0,Vendor Identification,,,,,,,,,220563957.11,,,,,0.0,,105,,0,87,
Rajya Sabha,WS/MP187/2023-2024/1523,Normal/Others,WS/MP187/2023-2024/1523-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-21,283000.0,196063957.11,,,,,0.0,,14,229.0,1,88,Images
Rajya Sabha,WS/MP187/2023-2024/1524,Normal/Others,WS/MP187/2023-2024/1524-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-21,283000.0,196063957.11,,,,,0.0,,14,229.0,1,89,Images
Rajya Sabha,WS/MP187/2023-2024/1525,Normal/Others,WS/MP187/2023-2024/1525-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-21,283000.0,196063957.11,,,,,0.0,,14,229.0,1,90,Images
Rajya Sabha,WS/MP187/2023-2024/1526,Normal/Others,WS/MP187/2023-2024/1526-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-21,283000.0,196063957.11,,,,,0.0,,14,229.0,1,91,Images
Rajya Sabha,WS/MP187/2023-2024/1527,Normal/Others,WS/MP187/2023-2024/1527-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-21,283000.0,196063957.11,,,,,0.0,,14,229.0,1,92,Images
Rajya Sabha,WS/MP187/2023-2024/1528,Normal/Others,WS/MP187/2023-2024/1528-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-21,283000.0,196063957.11,,,,,0.0,,14,229.0,1,93,Images
Rajya Sabha,WS/MP187/2023-2024/1529,Normal/Others,WS/MP187/2023-2024/1529-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-21,283000.0,196063957.11,,,,,0.0,,14,229.0,1,94,Images
Rajya Sabha,WS/MP187/2023-2024/1530,Normal/Others,WS/MP187/2023-2024/1530-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-21,283000.0,196063957.11,,,,,0.0,,14,229.0,1,95,Images
Rajya Sabha,WS/MP187/2023-2024/1531,Normal/Others,WS/MP187/2023-2024/1531-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-21,283000.0,196063957.11,,,,,0.0,,14,229.0,1,96,Images
Rajya Sabha,WS/MP187/2023-2024/1532,Normal/Others,WS/MP187/2023-2024/1532-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-21,283000.0,196063957.11,,,,,0.0,,14,229.0,1,97,Images
Rajya Sabha,WS/MP187/2023-2024/1533,Normal/Others,WS/MP187/2023-2024/1533-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-21,283000.0,196063957.11,,,,,0.0,,14,229.0,1,98,Images
Rajya Sabha,WS/MP187/2023-2024/1534,Normal/Others,WS/MP187/2023-2024/1534-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-21,283000.0,196063957.11,,,,,0.0,,14,229.0,1,99,Images
Rajya Sabha,WS/MP187/2023-2024/1535,Normal/Others,WS/MP187/2023-2024/1535-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-21,283000.0,196063957.11,,,,,0.0,,14,229.0,1,100,Images
Rajya Sabha,WS/MP187/2023-2024/1536,Normal/Others,WS/MP187/2023-2024/1536-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-19,283000.0,196063957.11,,,,,0.0,,14,227.0,1,101,Images
Rajya Sabha,WS/MP187/2023-2024/1537,Normal/Others,WS/MP187/2023-2024/1537-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-19,283000.0,196063957.11,,,,,0.0,,14,227.0,1,102,Images
Rajya Sabha,WS/MP187/2023-2024/1538,Normal/Others,WS/MP187/2023-2024/1538-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-19,283000.0,196063957.11,,,,,0.0,,14,227.0,1,103,Images
Rajya Sabha,WS/MP187/2023-2024/1539,Normal/Others,WS/MP187/2023-2024/1539-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-19,283000.0,196063957.11,,,,,0.0,,14,227.0,1,104,Images
Rajya Sabha,WS/MP187/2023-2024/1540,Normal/Others,WS/MP187/2023-2024/1540-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-19,283000.0,196063957.11,,,,,0.0,,14,227.0,1,105,Images
Rajya Sabha,WS/MP187/2023-2024/1541,Normal/Others,WS/MP187/2023-2024/1541-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-19,283000.0,196063957.11,,,,,0.0,,14,227.0,1,106,Images
Rajya Sabha,WS/MP187/2023-2024/1542,Normal/Others,WS/MP187/2023-2024/1542-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-19,283000.0,196063957.11,,,,,0.0,,14,227.0,1,107,Images
Rajya Sabha,WS/MP106/2023-2024/1543,Normal/Others,WS/MP106/2023-2024/1543-Construction of shelters for animals,Madhya Pradesh,Narsimhapur(DISTRICT COLLECTOR NARSINGHPUR_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"Dayoday Pashu Seva samiti Registration no. 04/16/04/07937/04 Gadarwara, District Narsinghpur main Damru Ghati ke pas sthit Goushala main Shade nirman ke liye.",2023-06-23,300000.0,2024-02-26,300000.0,Physical Inspection,,,,,,,2024-04-25,300000.0,220563957.11,,,,,0.0,,248,59.0,1,108,
Rajya Sabha,WS/MP187/2023-2024/1544,Normal/Others,WS/MP187/2023-2024/1544-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-19,283000.0,196063957.11,,,,,0.0,,14,227.0,1,109,Images
Rajya Sabha,WS/MP187/2023-2024/1545,Normal/Others,WS/MP187/2023-2024/1545-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-19,283000.0,196063957.11,,,,,0.0,,14,227.0,1,110,Images
Rajya Sabha,WS/MP187/2023-2024/1546,Normal/Others,WS/MP187/2023-2024/1546-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-19,283000.0,196063957.11,,,,,0.0,,14,227.0,1,111,Images
Rajya Sabha,WS/MP187/2023-2024/1547,Normal/Others,WS/MP187/2023-2024/1547-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-19,283000.0,196063957.11,,,,,0.0,,14,227.0,1,112,Images
Rajya Sabha,WS/MP187/2023-2024/1548,Normal/Others,WS/MP187/2023-2024/1548-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-19,283000.0,196063957.11,,,,,0.0,,14,227.0,1,113,Images
Rajya Sabha,WS/MP187/2023-2024/1549,Normal/Others,WS/MP187/2023-2024/1549-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-19,283000.0,196063957.11,,,,,0.0,,14,227.0,1,114,Images
Rajya Sabha,WS/MP187/2023-2024/1550,Normal/Others,WS/MP187/2023-2024/1550-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-19,283000.0,196063957.11,,,,,0.0,,14,227.0,1,115,Images
Rajya Sabha,WS/MP187/2023-2024/1551,Normal/Others,WS/MP187/2023-2024/1551-Street lights,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),2023-06-23,283000.0,2023-07-07,283000.0,Physical Inspection,,,,,,,2024-02-19,283000.0,196063957.11,,,,,0.0,,14,227.0,1,116,Images
