sabha,work_id,work_category,work,state,mp_name,constituency,work_description,recommended_date,recommended_amount_rs,sanctioned_date,sanctioned_amount_rs,work_status,completed,sr_no,ida,expenditure_date,fund_disbursed_amount_rs,expenditure_sr_no,expenditure_state,expenditure_work,expenditure_ida,expenditure_mp_name,expenditure_constituency,vendor_name,payment_status,image,completion_date,amount_disbursed_rs,allocated_amount_rs,consent_amount_rs,recommendation_sanction_amount_deviation_rs,sanctioned_to_recommended_ratio,disbursement_ratio,remaining_amount_rs,recommendation_to_sanction_days,sanction_to_completion_days,anomaly_score,is_anomaly,anomaly_component,financial_component,execution_component,completeness_component,risk_score,risk_level,risk_indicators,similar_works
Lok Sabha,WS/MP620/2024-2025/133166,Normal/Others,WS/ MP620/2024-2025/133166-Construction of buildings for community cultural activities,Karnataka,Pralhad Venkatesh Joshi,Dharwad,Construction of Community Bhavan at Navalgund TQ Belavatagi Village Pry No 1/A Near Shivanand Math Continue Work,2024-07-08,497185.0,2024-07-09,497185.0,Physical Inspection,1,1,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),,,,,,,,,,,Images,2024-10-14,497185.0,147000000.0,,0.0,1.0,1.0,0.0,1,97.0,-0.02193796481684851,False,0.44777016081021687,0.0,0.10485651214128035,0.0,23.96,LOW,"['Very high recommendation/sanction amount deviation', 'Unusual disbursement ratio']",[]
Lok Sabha,WS/MP620/2025-2026/133167,Trust And Society,WS/ MP620/2025-2026/133167-Construction of rooms and halls in school and colleges,Karnataka,Pralhad Venkatesh Joshi,Dharwad,Construction of College room of CBS Charitable Foudation at Nulvi Vilage Pry No 817/3 Continued work,2024-07-08,500000.0,2025-09-18,500000.0,Sanction,0,2,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,437,,-0.004725082263345781,False,0.5347718496017511,0.0,0.5,0.5,36.74,MEDIUM,"['Elevated anomaly intensity', 'Very high recommendation/sanction amount deviation', 'Extended recommendation-to-sanction duration', 'Substantial missing information']",[]
Lok Sabha,WS/MP620/2024-2025/133190,Trust And Society,WS/ MP620/2024-2025/133190-Construction of buildings for community cultural activities,Karnataka,Pralhad Venkatesh Joshi,Dharwad,Construction of Community Bhavan of Veerashaiv Jangam Society (R) at Ward No 21 Chidamarnagar Dharwad,2024-07-08,450000.0,2024-09-23,450000.0,Sanction,0,3,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,77,,-0.08810268070931004,False,0.1133437796876193,0.0,0.09657320872274143,0.5,9.62,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']",[]
Lok Sabha,WS/MP620/2025-2026/133191,Normal/Others,WS/ MP620/2025-2026/133191-Construction of buildings for community cultural activities,Karnataka,Pralhad Venkatesh Joshi,Dharwad,Construction of Maremma Cultural bhavan at Neerlgudda village Shiggava TQ,2024-07-08,1500000.0,2025-05-29,1500000.0,Work Partially Completed,0,4,HAVERI(DEPUTY COMMISSIONER HAVERI_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,325,,0.06425409732390874,True,0.8834238023988397,0.0,0.48286604361370716,0.5,53.91,MEDIUM,"['High anomaly intensity', 'Very high recommendation/sanction amount deviation', 'Substantial missing information']",[]
Lok Sabha,WS/MP620/2024-2025/133301,Normal/Others,WS/ MP620/2024-2025/133301-Construction of buildings for community cultural activities,Karnataka,Pralhad Venkatesh Joshi,Dharwad,"Construction of Cultural Bhavan at Kundagol TQ, Chickgungal Village ST Colony, Pry No.202",2024-07-09,398009.0,2024-08-22,398009.0,Physical Inspection,1,5,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),,,,,,,,,,,Images,2025-02-03,398009.0,147000000.0,,0.0,1.0,1.0,0.0,44,165.0,-0.04719289516764008,False,0.32012032737866786,0.0,0.22508303934311238,0.0,19.38,LOW,"['Very high recommendation/sanction amount deviation', 'Unusual disbursement ratio']",[]
Lok Sabha,WS/MP620/2024-2025/133303,Normal/Others,WS/ MP620/2024-2025/133303-Construction of buildings for community cultural activities,Karnataka,Pralhad Venkatesh Joshi,Dharwad,Construction of Community Hall at Uppinbetageri Village Near Mallikarjun Temple Pry No1151,2024-07-09,399104.0,2024-07-25,399104.0,Physical Inspection,1,6,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),,,,,,,,,,,Images,2025-02-14,399104.0,147000000.0,,0.0,1.0,1.0,0.0,16,204.0,-0.03688018576690988,False,0.37224542212041273,0.0,0.22451568979389738,0.0,21.98,LOW,"['Very high recommendation/sanction amount deviation', 'Unusual disbursement ratio']",[]
Lok Sabha,WS/MP620/2024-2025/133304,Normal/Others,WS/ MP620/2024-2025/133304-Construction of buildings for community cultural activities,Karnataka,Pralhad Venkatesh Joshi,Dharwad,Construction of Community Hall at Shibargatti Village Near Hanamanth Temple Pry No 96,2024-07-09,396154.0,2024-08-22,396154.0,Physical Inspection,0,7,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,44,,-0.08194671231005018,False,0.1444588265264149,0.0,0.045171339563862926,0.5,10.4,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']",[]
Lok Sabha,WS/MP620/2025-2026/133305,Normal/Others,WS/ MP620/2025-2026/133305-Construction of buildings for community cultural activities,Karnataka,Pralhad Venkatesh Joshi,Dharwad,Construction of Community Hall at Hosategur Village Near Shri Girimalleshwar Math Pry No 518 Continue work,2024-07-09,400000.0,2025-06-03,400000.0,Sanction,0,8,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,329,,-0.03857782570064339,False,0.3636647825479486,0.0,0.48909657320872274,0.5,28.02,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']",[]
Lok Sabha,WS/MP620/2024-2025/133306,Normal/Others,WS/ MP620/2024-2025/133306-Construction of buildings for community cultural activities,Karnataka,Pralhad Venkatesh Joshi,Dharwad,Construction of Community Hall at Kardigudda Village Near Mallikarjun Temple Pry No 451/2,2024-07-09,495627.0,2025-03-14,495627.0,Physical Inspection,0,9,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,248,,-0.07072782077002532,False,0.20116417540202178,0.0,0.3629283489096573,0.5,18.0,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']",[]
Lok Sabha,WS/MP620/2024-2025/133307,Normal/Others,WS/ MP620/2024-2025/133307-Construction of buildings for community cultural activities,Karnataka,Pralhad Venkatesh Joshi,Dharwad,Construction of Community Hall at Tadakod Village Near Vittal Temple Pry No 319,2024-07-09,398955.0,2024-08-17,398955.0,Physical Inspection,0,10,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,39,,-0.07875009285793316,False,0.16061598613600367,0.0,0.037383177570093455,0.5,11.09,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']",[]
Lok Sabha,WS/MP620/2024-2025/133308,Normal/Others,WS/ MP620/2024-2025/133308-Construction of buildings for community cultural activities,Karnataka,Pralhad Venkatesh Joshi,Dharwad,Construction of Community Hall at Mulmuttal Village Near Beereshwar Temple Pry No 67,2024-07-09,399304.0,2024-08-17,399304.0,Physical Inspection,0,11,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,39,,-0.07875009285793316,False,0.16061598613600367,0.0,0.037383177570093455,0.5,11.09,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']",[]
Lok Sabha,WS/MP620/2024-2025/133309,Normal/Others,WS/ MP620/2024-2025/133309-Construction of buildings for community cultural activities,Karnataka,Pralhad Venkatesh Joshi,Dharwad,Construction of Community Hall at Nigadi Village Near Kalmeshwar Temple Pry No 101 Continued work,2024-07-09,495031.0,2025-03-14,495031.0,Physical Inspection,0,12,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,248,,-0.07100381002349254,False,0.19976920096555953,0.0,0.3629283489096573,0.5,17.93,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']",[]
Lok Sabha,WS/MP620/2024-2025/133310,Normal/Others,WS/ MP620/2024-2025/133310-Construction of buildings for community cultural activities,Karnataka,Pralhad Venkatesh Joshi,Dharwad,Construction of Cultural Bhavan at Parsapur Village Near Hanuman Temple Pry No 107,2024-07-09,247583.0,2024-08-22,247583.0,Physical Inspection,0,13,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,44,,-0.08898742277362154,False,0.10887189338381457,0.0,0.045171339563862926,0.5,8.62,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']",[]
Lok Sabha,WS/MP620/2024-2025/133311,Normal/Others,WS/ MP620/2024-2025/133311-Construction of buildings for community cultural activities,Karnataka,Pralhad Venkatesh Joshi,Dharwad,Construction of Cultural Bhavan at Chabbi Village Near Vithobha Temple Pry No 266/A,2024-07-09,250000.0,2024-08-22,250000.0,Sanction,0,14,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,44,,-0.08929204180141359,False,0.10733221112701845,0.0,0.045171339563862926,0.5,8.54,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']",[]
Lok Sabha,WS/MP620/2024-2025/133312,Normal/Others,WS/ MP620/2024-2025/133312-Construction of buildings for community cultural activities,Karnataka,Pralhad Venkatesh Joshi,Dharwad,Construction of Community Hall at Ayahatti Village Near Beereshwar Temple Pry No 34,2024-07-09,498091.0,2024-07-25,498091.0,Physical Inspection,1,15,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),,,,,,,,,,,Images,2025-06-09,498091.0,147000000.0,,0.0,1.0,1.0,0.0,16,319.0,-0.014996779175308061,False,0.4828540505162253,0.0,0.3514472571228157,0.0,29.41,LOW,"['Very high recommendation/sanction amount deviation', 'Unusual disbursement ratio']",[]
Lok Sabha,WS/MP418/2024-2025/133409,Normal/Others,"WS/MP418/2024-2025/133409-Construction of roads, link roads, pathways or any other road with or without drainage system",Bihar,Pradeep Kumar Singh,Araria,"PCC Road from Permeshwar Bhagat house to Ramdev Master house at ward no 15, uder Forbesganj Block.",2024-07-12,448127.0,2024-07-14,448127.0,Physical Inspection,1,16,ARARIA(DISTRICT PLANNING OFFICER ARARIA_IDA),,,,,,,,,,,,2024-09-05,448127.0,147000000.0,,0.0,1.0,1.0,0.0,2,53.0,-0.017924649047167895,False,0.46805527276230274,0.0,0.056291390728476824,0.0,24.25,LOW,"['Very high recommendation/sanction amount deviation', 'Unusual disbursement ratio']",[]
Lok Sabha,WS/MP498/2024-2025/133447,Normal/Others,WS/MP498/2024-2025/133447-Construction of culverts and bridges,West Bengal,Dr Sukanta Majumdar,Balurghat,Phage 2: Concrete R.C.C. bridge,2024-07-13,1602957.0,2024-08-07,1602957.0,Physical Inspection,0,17,Dakshin Dinajpur(DISTRICT MAGISTRATE DINAJPUR DAKSHIN_IDA),,,,,,,,,,,,,,157085364.9,,0.0,1.0,,,25,,0.0650740854596541,True,0.8875683930783566,0.0,0.01557632398753894,0.5,47.11,MEDIUM,"['High anomaly intensity', 'Very high recommendation/sanction amount deviation', 'Substantial missing information']",[]
Lok Sabha,WS/MP577/2025-2026/133549,Normal/Others,"WS/MP577/2025-2026/133549-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Jaswantsinh Sumanbhai Bhabhor,Dahod(St),khnagela game mota faliya ma c.c.road nu kam,2024-07-17,250000.0,2025-04-11,250000.0,Physical Inspection,0,18,Dahod(DISTRICT COLLECTOR DOHAD_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,268,,-0.0746233179731623,False,0.18147457174021978,0.0,0.3940809968847352,0.5,17.48,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']",[]
Lok Sabha,WS/MP577/2025-2026/133550,Normal/Others,"WS/MP577/2025-2026/133550-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Jaswantsinh Sumanbhai Bhabhor,Dahod(St),vijagadh game sampura balubhai na ghar thi kenal faliya sudhi c.c.road nu kam,2024-07-17,245697.0,2025-10-07,245697.0,Sanction,0,19,Dahod(DISTRICT COLLECTOR DOHAD_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,447,,-0.006389719668850324,False,0.5263580197243733,0.0,0.5,0.5,36.32,MEDIUM,"['Elevated anomaly intensity', 'Very high recommendation/sanction amount deviation', 'Extended recommendation-to-sanction duration', 'Substantial missing information']",[]
Lok Sabha,WS/MP577/2025-2026/133551,Normal/Others,"WS/MP577/2025-2026/133551-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Jaswantsinh Sumanbhai Bhabhor,Dahod(St),khangela game dharmesh na ghar taraf jata rasta par c.c.road nu kam,2024-07-17,242105.0,2025-10-17,242105.0,Physical Inspection,0,20,Dahod(DISTRICT COLLECTOR DOHAD_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,457,,-0.002070757953450464,False,0.5481880044406349,0.0,0.5,0.5,37.41,MEDIUM,"['Elevated anomaly intensity', 'Very high recommendation/sanction amount deviation', 'Extended recommendation-to-sanction duration', 'Substantial missing information']",[]
Lok Sabha,WS/MP577/2025-2026/133552,Normal/Others,"WS/MP577/2025-2026/133552-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Jaswantsinh Sumanbhai Bhabhor,Dahod(St),khapariya game damor faliya ma c.c.road nu kam,2024-07-17,250000.0,2025-04-11,250000.0,Sanction,0,21,Dahod(DISTRICT COLLECTOR DOHAD_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,268,,-0.0746233179731623,False,0.18147457174021978,0.0,0.3940809968847352,0.5,17.48,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']",[]
Lok Sabha,WS/MP577/2025-2026/133553,Normal/Others,"WS/MP577/2025-2026/133553-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Jaswantsinh Sumanbhai Bhabhor,Dahod(St),agavada game gamtal sarpanch faliya ma c.c.road nu kam,2024-07-17,245697.0,2025-10-07,245697.0,Sanction,0,22,Dahod(DISTRICT COLLECTOR DOHAD_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,447,,-0.006389719668850324,False,0.5263580197243733,0.0,0.5,0.5,36.32,MEDIUM,"['Elevated anomaly intensity', 'Very high recommendation/sanction amount deviation', 'Extended recommendation-to-sanction duration', 'Substantial missing information']",[]
Lok Sabha,WS/MP577/2025-2026/133554,Normal/Others,WS/MP577/2025-2026/133554-Construction of shelters for animals,Gujarat,Jaswantsinh Sumanbhai Bhabhor,Dahod(St),dashla game sarkari prathmik shala ma shed nu kam,2024-07-17,245098.0,2025-10-17,245098.0,Sanction,0,23,Dahod(DISTRICT COLLECTOR DOHAD_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,457,,-0.0023712665391963372,False,0.5466690982158942,0.0,0.5,0.5,37.33,MEDIUM,"['Elevated anomaly intensity', 'Very high recommendation/sanction amount deviation', 'Extended recommendation-to-sanction duration', 'Substantial missing information']",[]
Lok Sabha,WS/MP577/2025-2026/133556,Normal/Others,"WS/MP577/2025-2026/133556-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Jaswantsinh Sumanbhai Bhabhor,Dahod(St),khapariiya game damor simada faliya faliya ma c.c.road nu kam,2024-07-17,245697.0,2025-10-07,245697.0,Sanction,0,24,Dahod(DISTRICT COLLECTOR DOHAD_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,447,,-0.006389719668850324,False,0.5263580197243733,0.0,0.5,0.5,36.32,MEDIUM,"['Elevated anomaly intensity', 'Very high recommendation/sanction amount deviation', 'Extended recommendation-to-sanction duration', 'Substantial missing information']",[]
Lok Sabha,WS/MP577/2025-2026/133557,Normal/Others,WS/MP577/2025-2026/133557-Construction of public irrigation facilities,Gujarat,Jaswantsinh Sumanbhai Bhabhor,Dahod(St),VAROD SURPALI SADIYAVARU FALIYAMA AAVEL SARKARI SARVE NO.189-1 MA SAMUHIK KUVA NU KAM,2024-07-17,250000.0,2026-01-02,250000.0,Sanction,0,25,Dahod(DISTRICT COLLECTOR DOHAD_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,534,,0.022612733523323714,True,0.6729495275077744,0.0,0.5,0.5,43.65,MEDIUM,"['Elevated anomaly intensity', 'Very high recommendation/sanction amount deviation', 'Extended recommendation-to-sanction duration', 'Substantial missing information']",[]
Lok Sabha,WS/MP577/2025-2026/133558,Normal/Others,"WS/MP577/2025-2026/133558-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Jaswantsinh Sumanbhai Bhabhor,Dahod(St),varamkheda game mukhy rasta thi gamtal sudhi c.c.road nu kam,2024-07-17,245697.0,2025-10-07,245697.0,Sanction,0,26,Dahod(DISTRICT COLLECTOR DOHAD_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,447,,-0.006389719668850324,False,0.5263580197243733,0.0,0.5,0.5,36.32,MEDIUM,"['Elevated anomaly intensity', 'Very high recommendation/sanction amount deviation', 'Extended recommendation-to-sanction duration', 'Substantial missing information']",[]
Lok Sabha,WS/MP577/2025-2026/133559,Normal/Others,"WS/MP577/2025-2026/133559-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Jaswantsinh Sumanbhai Bhabhor,Dahod(St),moti kharaj game dhanthadi c.c.road nu kam,2024-07-17,245098.0,2025-10-17,245098.0,Sanction,0,27,Dahod(DISTRICT COLLECTOR DOHAD_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,457,,-0.0023712665391963372,False,0.5466690982158942,0.0,0.5,0.5,37.33,MEDIUM,"['Elevated anomaly intensity', 'Very high recommendation/sanction amount deviation', 'Extended recommendation-to-sanction duration', 'Substantial missing information']",[]
Lok Sabha,WS/MP577/2025-2026/133560,Normal/Others,WS/MP577/2025-2026/133560-Construction of public irrigation facilities,Gujarat,Jaswantsinh Sumanbhai Bhabhor,Dahod(St),nagrala game bamaniya faliya ma samuhik sinchai kuva nu kam,2024-07-17,245826.0,2025-10-17,245826.0,Sanction,0,28,Dahod(DISTRICT COLLECTOR DOHAD_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,457,,-0.0016040730835564787,False,0.5505468407185233,0.0,0.5,0.5,37.53,MEDIUM,"['Elevated anomaly intensity', 'Very high recommendation/sanction amount deviation', 'Extended recommendation-to-sanction duration', 'Substantial missing information']",[]
Lok Sabha,WS/MP577/2025-2026/133561,Normal/Others,WS/MP577/2025-2026/133561-Construction of public irrigation facilities,Gujarat,Jaswantsinh Sumanbhai Bhabhor,Dahod(St),nasirpur game mavi faliya ma samuhik kuva nu kam,2024-07-17,245826.0,2025-10-17,245826.0,Sanction,0,29,Dahod(DISTRICT COLLECTOR DOHAD_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,457,,-0.0016040730835564787,False,0.5505468407185233,0.0,0.5,0.5,37.53,MEDIUM,"['Elevated anomaly intensity', 'Very high recommendation/sanction amount deviation', 'Extended recommendation-to-sanction duration', 'Substantial missing information']",[]
Lok Sabha,WS/MP577/2025-2026/133562,Normal/Others,"WS/MP577/2025-2026/133562-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Jaswantsinh Sumanbhai Bhabhor,Dahod(St),punsari game bhuriya faliya ma paka rasta ne jodto c.c.road nu kam,2024-07-17,245697.0,2025-10-07,245697.0,Sanction,0,30,Dahod(DISTRICT COLLECTOR DOHAD_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,447,,-0.006389719668850324,False,0.5263580197243733,0.0,0.5,0.5,36.32,MEDIUM,"['Elevated anomaly intensity', 'Very high recommendation/sanction amount deviation', 'Extended recommendation-to-sanction duration', 'Substantial missing information']",[]
Lok Sabha,WS/MP577/2025-2026/133563,Normal/Others,"WS/MP577/2025-2026/133563-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Jaswantsinh Sumanbhai Bhabhor,Dahod(St),chandawada game toranvali mahudi faliya ma c.c.road nu kam,2024-07-17,245697.0,2025-10-07,245697.0,Sanction,0,31,Dahod(DISTRICT COLLECTOR DOHAD_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,447,,-0.006389719668850324,False,0.5263580197243733,0.0,0.5,0.5,36.32,MEDIUM,"['Elevated anomaly intensity', 'Very high recommendation/sanction amount deviation', 'Extended recommendation-to-sanction duration', 'Substantial missing information']",[]
Lok Sabha,WS/MP577/2025-2026/133564,Normal/Others,"WS/MP577/2025-2026/133564-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Jaswantsinh Sumanbhai Bhabhor,Dahod(St),DHAVADIYA GAME BORVA FALIYAMA C.C.ROADNU KAM,2024-07-17,250000.0,2026-01-02,250000.0,Physical Inspection,0,32,Dahod(DISTRICT COLLECTOR DOHAD_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,534,,0.022612733523323714,True,0.6729495275077744,0.0,0.5,0.5,43.65,MEDIUM,"['Elevated anomaly intensity', 'Very high recommendation/sanction amount deviation', 'Extended recommendation-to-sanction duration', 'Substantial missing information']",[]
Lok Sabha,WS/MP577/2025-2026/133565,Normal/Others,"WS/MP577/2025-2026/133565-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Jaswantsinh Sumanbhai Bhabhor,Dahod(St),simaliya khurd game gamtal thi majubhai na ghar sudhi c.c.road nu kam,2024-07-17,250000.0,2025-04-11,250000.0,Physical Inspection,0,33,Dahod(DISTRICT COLLECTOR DOHAD_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,268,,-0.0746233179731623,False,0.18147457174021978,0.0,0.3940809968847352,0.5,17.48,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']",[]
Lok Sabha,WS/MP577/2025-2026/133566,Normal/Others,"WS/MP577/2025-2026/133566-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Jaswantsinh Sumanbhai Bhabhor,Dahod(St),varamkheda game nadini bajuma c.c.road nu kam,2024-07-17,250000.0,2025-10-07,250000.0,Sanction,0,34,Dahod(DISTRICT COLLECTOR DOHAD_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,447,,-0.007304005387593404,False,0.5217368064370939,0.0,0.5,0.5,36.09,MEDIUM,"['Elevated anomaly intensity', 'Very high recommendation/sanction amount deviation', 'Extended recommendation-to-sanction duration', 'Substantial missing information']",[]
Lok Sabha,WS/MP577/2025-2026/133567,Normal/Others,"WS/MP577/2025-2026/133567-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Jaswantsinh Sumanbhai Bhabhor,Dahod(St),bhutodi game mohaniya faliya ma c.c.road nu kam,2024-07-17,245098.0,2025-10-17,245098.0,Physical Inspection,0,35,Dahod(DISTRICT COLLECTOR DOHAD_IDA),,245098.0,8415.0,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,Dahod(St),GRAM PANCHAYAT BHOOTODI,Payment Success,,,,147000000.0,,0.0,1.0,,,457,,-0.0023712665391963372,False,0.5466690982158942,0.0,0.5,0.5,37.33,MEDIUM,"['Elevated anomaly intensity', 'Very high recommendation/sanction amount deviation', 'Extended recommendation-to-sanction duration', 'Substantial missing information']",[]
Lok Sabha,WS/MP577/2025-2026/133568,Normal/Others,"WS/MP577/2025-2026/133568-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Jaswantsinh Sumanbhai Bhabhor,Dahod(St),motikharaj game paka rasta thi bhabhor faliya sudhi c.c.road nu kam,2024-07-17,245697.0,2025-10-07,245697.0,Sanction,0,36,Dahod(DISTRICT COLLECTOR DOHAD_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,447,,-0.006389719668850324,False,0.5263580197243733,0.0,0.5,0.5,36.32,MEDIUM,"['Elevated anomaly intensity', 'Very high recommendation/sanction amount deviation', 'Extended recommendation-to-sanction duration', 'Substantial missing information']",[]
Lok Sabha,WS/MP577/2025-2026/133569,Normal/Others,"WS/MP577/2025-2026/133569-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Jaswantsinh Sumanbhai Bhabhor,Dahod(St),khangela game paka rasta thi dineshbai gundiya na ghar sudhi c.c.road nu kam,2024-07-17,250000.0,2025-04-11,250000.0,Physical Inspection,0,37,Dahod(DISTRICT COLLECTOR DOHAD_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,268,,-0.0746233179731623,False,0.18147457174021978,0.0,0.3940809968847352,0.5,17.48,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']",[]
Lok Sabha,WS/MP577/2025-2026/133570,Normal/Others,WS/MP577/2025-2026/133570-Providing drains and gutters for public drainage,Gujarat,Jaswantsinh Sumanbhai Bhabhor,Dahod(St),gadoi game umriya kotar upar smshan jata rasta upar nala nu kam,2024-07-17,250000.0,2025-04-11,250000.0,Sanction,0,38,Dahod(DISTRICT COLLECTOR DOHAD_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,268,,-0.0746233179731623,False,0.18147457174021978,0.0,0.3940809968847352,0.5,17.48,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']",[]
Lok Sabha,WS/MP577/2025-2026/133571,Normal/Others,WS/MP577/2025-2026/133571-Providing drains and gutters for public drainage,Gujarat,Jaswantsinh Sumanbhai Bhabhor,Dahod(St),bavka game mulka faliya thi smshan taraf jata rasta par nala nu kam,2024-07-17,250000.0,2025-04-11,250000.0,Sanction,0,39,Dahod(DISTRICT COLLECTOR DOHAD_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,268,,-0.0746233179731623,False,0.18147457174021978,0.0,0.3940809968847352,0.5,17.48,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']",[]
Lok Sabha,WS/MP577/2025-2026/133572,Normal/Others,WS/MP577/2025-2026/133572-Construction of public irrigation facilities,Gujarat,Jaswantsinh Sumanbhai Bhabhor,Dahod(St),katwara game hathila faliya ma samuhik kuva nu kam,2024-07-17,245826.0,2025-10-17,245826.0,Sanction,0,40,Dahod(DISTRICT COLLECTOR DOHAD_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,457,,-0.0016040730835564787,False,0.5505468407185233,0.0,0.5,0.5,37.53,MEDIUM,"['Elevated anomaly intensity', 'Very high recommendation/sanction amount deviation', 'Extended recommendation-to-sanction duration', 'Substantial missing information']",[]
Lok Sabha,WS/MP577/2025-2026/133573,Normal/Others,"WS/MP577/2025-2026/133573-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Jaswantsinh Sumanbhai Bhabhor,Dahod(St),nani kharaj game bandikhedi panda faliya ma c.c.road nu kam,2024-07-17,245697.0,2025-10-07,245697.0,Sanction,0,41,Dahod(DISTRICT COLLECTOR DOHAD_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,447,,-0.006389719668850324,False,0.5263580197243733,0.0,0.5,0.5,36.32,MEDIUM,"['Elevated anomaly intensity', 'Very high recommendation/sanction amount deviation', 'Extended recommendation-to-sanction duration', 'Substantial missing information']",[]
