sabha,work_id,work_category,work,state,mp_name,constituency,work_description,recommended_date,recommended_amount_rs,sanctioned_date,sanctioned_amount_rs,work_status,completed,sr_no,ida,expenditure_date,fund_disbursed_amount_rs,expenditure_sr_no,expenditure_state,expenditure_work,expenditure_ida,expenditure_mp_name,expenditure_constituency,vendor_name,payment_status,image,completion_date,amount_disbursed_rs,allocated_amount_rs,consent_amount_rs,recommendation_sanction_amount_deviation_rs,sanctioned_to_recommended_ratio,disbursement_ratio,remaining_amount_rs,recommendation_to_sanction_days,sanction_to_completion_days,anomaly_score,is_anomaly,anomaly_component,financial_component,execution_component,completeness_component,risk_score,risk_level,risk_indicators,similar_works
Lok Sabha,WS/MP18074/2024-2025/137042,Repair And Renovation,WS/MP18074/2024-2025/137042-Construction of additional rooms and halls in the existing public and community building,Jharkhand,KALI CHARAN MUNDA,Khunti(St),Renovation of old hall in Khunti Club.,2024-08-25,800000.0,2024-09-30,800000.0,Vendor Identification,0,917,KHUNTI(DEPUTY COMMISSIONER KHUNTI_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,36,,-0.03430634057144061,False,0.3852547991377581,0.0,0.03271028037383177,0.5,22.25,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']",[]
Lok Sabha,WS/MP18074/2024-2025/137043,Normal/Others,"WS/MP18074/2024-2025/137043-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,KALI CHARAN MUNDA,Khunti(St),Construction of PCC road in Sarengadih Tangra Toli.,2024-08-25,1000000.0,2024-09-30,1000000.0,Vendor Identification,0,918,KHUNTI(DEPUTY COMMISSIONER KHUNTI_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,36,,-0.024715337383282576,False,0.43373206446395035,0.0,0.03271028037383177,0.5,24.68,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']",[]
Lok Sabha,WS/MP18074/2024-2025/137044,Normal/Others,"WS/MP18074/2024-2025/137044-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,KALI CHARAN MUNDA,Khunti(St),Construction of drain in Tangra Toli.,2024-08-25,1000000.0,2024-09-30,1000000.0,Physical Inspection,1,919,KHUNTI(DEPUTY COMMISSIONER KHUNTI_IDA),,,,,,,,,,,Images,2025-11-21,1000000.0,147000000.0,,0.0,1.0,1.0,0.0,36,417.0,0.03292544359647276,True,0.725074625648228,0.0,0.49076767551731965,0.0,43.62,MEDIUM,"['Elevated anomaly intensity', 'Very high recommendation/sanction amount deviation', 'Unusual disbursement ratio']",[]
Lok Sabha,WS/MP18074/2024-2025/137045,Normal/Others,"WS/MP18074/2024-2025/137045-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,KALI CHARAN MUNDA,Khunti(St),Construction of paver block road from Govind Munda's house to Soma Purti's house in Simbukel under Tirla Panchayat.,2024-08-25,700000.0,2024-09-30,700000.0,Physical Inspection,1,920,KHUNTI(DEPUTY COMMISSIONER KHUNTI_IDA),,,,,,,,,,,Images,2025-11-21,700000.0,147000000.0,,0.0,1.0,1.0,0.0,36,417.0,0.016226617862739046,True,0.640671212381766,0.0,0.49076767551731965,0.0,39.4,MEDIUM,"['Elevated anomaly intensity', 'Very high recommendation/sanction amount deviation', 'Unusual disbursement ratio']",[]
Lok Sabha,WS/MP18007/2025-2026/137047,Normal/Others,WS/MP18007/2025-2026/137047-Setting up of laboratories,Andhra Pradesh,Putta Mahesh Kumar,Eluru,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,2024-08-26,400000.0,2025-04-29,400000.0,Physical Inspection,0,922,Eluru(DISTRICT COLLECTOR ELURU_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,246,,-0.07360539882126427,False,0.1866195952418385,0.0,0.3598130841121495,0.5,17.23,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']","[{'work_index': 911, 'similarity': 0.9986}, {'work_index': 928, 'similarity': 0.9986}, {'work_index': 916, 'similarity': 0.9985}, {'work_index': 921, 'similarity': 0.9984}, {'work_index': 914, 'similarity': 0.9982}]"
Lok Sabha,WS/MP18007/2025-2026/137048,Normal/Others,WS/MP18007/2025-2026/137048-Setting up of laboratories,Andhra Pradesh,Putta Mahesh Kumar,Eluru,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,2024-08-26,400000.0,2025-04-29,400000.0,Physical Inspection,0,923,Eluru(DISTRICT COLLECTOR ELURU_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,246,,-0.07360539882126427,False,0.1866195952418385,0.0,0.3598130841121495,0.5,17.23,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']","[{'work_index': 947, 'similarity': 0.999}, {'work_index': 942, 'similarity': 0.9988}, {'work_index': 937, 'similarity': 0.9988}, {'work_index': 952, 'similarity': 0.9987}, {'work_index': 919, 'similarity': 0.9987}]"
Lok Sabha,WS/MP18007/2025-2026/137049,Normal/Others,WS/MP18007/2025-2026/137049-Setting up of laboratories,Andhra Pradesh,Putta Mahesh Kumar,Eluru,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,2024-08-26,400000.0,2025-04-29,400000.0,Physical Inspection,0,924,Eluru(DISTRICT COLLECTOR ELURU_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,246,,-0.07360539882126427,False,0.1866195952418385,0.0,0.3598130841121495,0.5,17.23,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']","[{'work_index': 909, 'similarity': 0.9986}, {'work_index': 916, 'similarity': 0.9984}, {'work_index': 921, 'similarity': 0.9981}, {'work_index': 948, 'similarity': 0.9981}, {'work_index': 914, 'similarity': 0.9979}]"
Lok Sabha,WS/MP18007/2025-2026/137050,Normal/Others,WS/MP18007/2025-2026/137050-Setting up of laboratories,Andhra Pradesh,Putta Mahesh Kumar,Eluru,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,2024-08-26,400000.0,2025-04-29,400000.0,Physical Inspection,0,925,Eluru(DISTRICT COLLECTOR ELURU_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,246,,-0.07360539882126427,False,0.1866195952418385,0.0,0.3598130841121495,0.5,17.23,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']","[{'work_index': 932, 'similarity': 0.9984}, {'work_index': 917, 'similarity': 0.9984}, {'work_index': 910, 'similarity': 0.9983}, {'work_index': 947, 'similarity': 0.998}, {'work_index': 937, 'similarity': 0.998}]"
Lok Sabha,WS/MP18007/2025-2026/137051,Normal/Others,WS/MP18007/2025-2026/137051-Setting up of laboratories,Andhra Pradesh,Putta Mahesh Kumar,Eluru,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,2024-08-26,400000.0,2025-04-29,400000.0,Physical Inspection,0,926,Eluru(DISTRICT COLLECTOR ELURU_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,246,,-0.07360539882126427,False,0.1866195952418385,0.0,0.3598130841121495,0.5,17.23,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']","[{'work_index': 914, 'similarity': 0.998}, {'work_index': 952, 'similarity': 0.998}, {'work_index': 948, 'similarity': 0.9979}, {'work_index': 916, 'similarity': 0.9979}, {'work_index': 919, 'similarity': 0.9979}]"
Lok Sabha,WS/MP18007/2025-2026/137052,Normal/Others,WS/MP18007/2025-2026/137052-Setting up of laboratories,Andhra Pradesh,Putta Mahesh Kumar,Eluru,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,2024-08-26,400000.0,2025-04-29,400000.0,Physical Inspection,0,927,Eluru(DISTRICT COLLECTOR ELURU_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,246,,-0.07360539882126427,False,0.1866195952418385,0.0,0.3598130841121495,0.5,17.23,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']","[{'work_index': 928, 'similarity': 0.9983}, {'work_index': 921, 'similarity': 0.9983}, {'work_index': 909, 'similarity': 0.9982}, {'work_index': 948, 'similarity': 0.9981}, {'work_index': 913, 'similarity': 0.998}]"
Lok Sabha,WS/MP18007/2025-2026/137053,Normal/Others,WS/MP18007/2025-2026/137053-Setting up of laboratories,Andhra Pradesh,Putta Mahesh Kumar,Eluru,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,2024-08-26,400000.0,2025-04-29,400000.0,Physical Inspection,0,928,Eluru(DISTRICT COLLECTOR ELURU_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,246,,-0.07360539882126427,False,0.1866195952418385,0.0,0.3598130841121495,0.5,17.23,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']","[{'work_index': 917, 'similarity': 0.9985}, {'work_index': 947, 'similarity': 0.9981}, {'work_index': 910, 'similarity': 0.998}, {'work_index': 954, 'similarity': 0.998}, {'work_index': 944, 'similarity': 0.998}]"
Lok Sabha,WS/MP18007/2025-2026/137054,Normal/Others,WS/MP18007/2025-2026/137054-Setting up of laboratories,Andhra Pradesh,Putta Mahesh Kumar,Eluru,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,2024-08-26,400000.0,2025-04-29,400000.0,Physical Inspection,0,929,Eluru(DISTRICT COLLECTOR ELURU_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,246,,-0.07360539882126427,False,0.1866195952418385,0.0,0.3598130841121495,0.5,17.23,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']","[{'work_index': 909, 'similarity': 0.9985}, {'work_index': 911, 'similarity': 0.9984}, {'work_index': 919, 'similarity': 0.9982}, {'work_index': 952, 'similarity': 0.998}, {'work_index': 913, 'similarity': 0.9979}]"
Lok Sabha,WS/MP18007/2025-2026/137055,Normal/Others,WS/MP18007/2025-2026/137055-Setting up of laboratories,Andhra Pradesh,Putta Mahesh Kumar,Eluru,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,2024-08-26,400000.0,2025-04-29,400000.0,Physical Inspection,0,930,Eluru(DISTRICT COLLECTOR ELURU_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,246,,-0.07360539882126427,False,0.1866195952418385,0.0,0.3598130841121495,0.5,17.23,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']","[{'work_index': 910, 'similarity': 0.9987}, {'work_index': 947, 'similarity': 0.9985}, {'work_index': 915, 'similarity': 0.9985}, {'work_index': 927, 'similarity': 0.9984}, {'work_index': 912, 'similarity': 0.9984}]"
Lok Sabha,WS/MP18007/2025-2026/137056,Normal/Others,WS/MP18007/2025-2026/137056-Setting up of laboratories,Andhra Pradesh,Putta Mahesh Kumar,Eluru,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,2024-08-26,400000.0,2025-04-29,400000.0,Physical Inspection,0,931,Eluru(DISTRICT COLLECTOR ELURU_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,246,,-0.07360539882126427,False,0.1866195952418385,0.0,0.3598130841121495,0.5,17.23,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']","[{'work_index': 930, 'similarity': 0.9981}, {'work_index': 919, 'similarity': 0.9979}, {'work_index': 937, 'similarity': 0.9979}, {'work_index': 950, 'similarity': 0.9979}, {'work_index': 910, 'similarity': 0.9978}]"
Lok Sabha,WS/MP18007/2025-2026/137057,Normal/Others,WS/MP18007/2025-2026/137057-Setting up of laboratories,Andhra Pradesh,Putta Mahesh Kumar,Eluru,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,2024-08-26,400000.0,2025-04-29,400000.0,Physical Inspection,0,932,Eluru(DISTRICT COLLECTOR ELURU_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,246,,-0.07360539882126427,False,0.1866195952418385,0.0,0.3598130841121495,0.5,17.23,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']","[{'work_index': 910, 'similarity': 0.9987}, {'work_index': 927, 'similarity': 0.9986}, {'work_index': 920, 'similarity': 0.9986}, {'work_index': 952, 'similarity': 0.9985}, {'work_index': 937, 'similarity': 0.9985}]"
Lok Sabha,WS/MP18007/2025-2026/137058,Normal/Others,WS/MP18007/2025-2026/137058-Setting up of laboratories,Andhra Pradesh,Putta Mahesh Kumar,Eluru,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,2024-08-26,400000.0,2025-05-23,400000.0,Physical Inspection,0,933,Eluru(DISTRICT COLLECTOR ELURU_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,270,,-0.06686605945126461,False,0.22068326265528565,0.0,0.397196261682243,0.5,19.49,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']","[{'work_index': 919, 'similarity': 0.9986}, {'work_index': 928, 'similarity': 0.9985}, {'work_index': 922, 'similarity': 0.9985}, {'work_index': 910, 'similarity': 0.9984}, {'work_index': 917, 'similarity': 0.9981}]"
Lok Sabha,WS/MP18007/2025-2026/137059,Normal/Others,WS/MP18007/2025-2026/137059-Setting up of laboratories,Andhra Pradesh,Putta Mahesh Kumar,Eluru,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,2024-08-26,400000.0,2025-04-29,400000.0,Physical Inspection,0,934,Eluru(DISTRICT COLLECTOR ELURU_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,246,,-0.07360539882126427,False,0.1866195952418385,0.0,0.3598130841121495,0.5,17.23,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']","[{'work_index': 928, 'similarity': 0.9989}, {'work_index': 926, 'similarity': 0.9984}, {'work_index': 909, 'similarity': 0.9984}, {'work_index': 948, 'similarity': 0.9984}, {'work_index': 914, 'similarity': 0.9983}]"
Lok Sabha,WS/MP18007/2025-2026/137060,Normal/Others,WS/MP18007/2025-2026/137060-Setting up of laboratories,Andhra Pradesh,Putta Mahesh Kumar,Eluru,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,2024-08-26,400000.0,2025-04-29,400000.0,Physical Inspection,0,935,Eluru(DISTRICT COLLECTOR ELURU_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,246,,-0.07360539882126427,False,0.1866195952418385,0.0,0.3598130841121495,0.5,17.23,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']","[{'work_index': 910, 'similarity': 0.9985}, {'work_index': 920, 'similarity': 0.9985}, {'work_index': 917, 'similarity': 0.9983}, {'work_index': 932, 'similarity': 0.9983}, {'work_index': 947, 'similarity': 0.9982}]"
Lok Sabha,WS/MP18007/2025-2026/137061,Normal/Others,WS/MP18007/2025-2026/137061-Setting up of laboratories,Andhra Pradesh,Putta Mahesh Kumar,Eluru,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,2024-08-26,400000.0,2025-04-29,400000.0,Physical Inspection,0,936,Eluru(DISTRICT COLLECTOR ELURU_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,246,,-0.07360539882126427,False,0.1866195952418385,0.0,0.3598130841121495,0.5,17.23,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']","[{'work_index': 953, 'similarity': 0.9994}, {'work_index': 943, 'similarity': 0.9994}, {'work_index': 933, 'similarity': 0.9991}, {'work_index': 925, 'similarity': 0.9985}, {'work_index': 930, 'similarity': 0.9983}]"
Lok Sabha,WS/MP18007/2025-2026/137062,Normal/Others,WS/MP18007/2025-2026/137062-Setting up of laboratories,Andhra Pradesh,Putta Mahesh Kumar,Eluru,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,2024-08-26,400000.0,2025-04-29,400000.0,Physical Inspection,0,937,Eluru(DISTRICT COLLECTOR ELURU_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,246,,-0.07360539882126427,False,0.1866195952418385,0.0,0.3598130841121495,0.5,17.23,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']","[{'work_index': 954, 'similarity': 0.9995}, {'work_index': 944, 'similarity': 0.9994}, {'work_index': 934, 'similarity': 0.9993}, {'work_index': 930, 'similarity': 0.9986}, {'work_index': 931, 'similarity': 0.9985}]"
Lok Sabha,WS/MP18007/2025-2026/137063,Normal/Others,WS/MP18007/2025-2026/137063-Setting up of laboratories,Andhra Pradesh,Putta Mahesh Kumar,Eluru,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,2024-08-26,400000.0,2025-04-29,400000.0,Physical Inspection,0,938,Eluru(DISTRICT COLLECTOR ELURU_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,246,,-0.07360539882126427,False,0.1866195952418385,0.0,0.3598130841121495,0.5,17.23,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']","[{'work_index': 945, 'similarity': 0.9994}, {'work_index': 955, 'similarity': 0.9993}, {'work_index': 935, 'similarity': 0.9992}, {'work_index': 938, 'similarity': 0.9985}, {'work_index': 924, 'similarity': 0.9985}]"
Lok Sabha,WS/MP18007/2025-2026/137064,Normal/Others,WS/MP18007/2025-2026/137064-Setting up of laboratories,Andhra Pradesh,Putta Mahesh Kumar,Eluru,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,2024-08-26,400000.0,2025-04-29,400000.0,Physical Inspection,0,939,Eluru(DISTRICT COLLECTOR ELURU_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,246,,-0.07360539882126427,False,0.1866195952418385,0.0,0.3598130841121495,0.5,17.23,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']","[{'work_index': 921, 'similarity': 0.9984}, {'work_index': 948, 'similarity': 0.9983}, {'work_index': 928, 'similarity': 0.9981}, {'work_index': 909, 'similarity': 0.9979}, {'work_index': 914, 'similarity': 0.9979}]"
Lok Sabha,WS/MP18007/2025-2026/137065,Normal/Others,WS/MP18007/2025-2026/137065-Setting up of laboratories,Andhra Pradesh,Putta Mahesh Kumar,Eluru,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,2024-08-26,400000.0,2025-04-29,400000.0,Physical Inspection,0,940,Eluru(DISTRICT COLLECTOR ELURU_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,246,,-0.07360539882126427,False,0.1866195952418385,0.0,0.3598130841121495,0.5,17.23,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']","[{'work_index': 937, 'similarity': 0.9991}, {'work_index': 919, 'similarity': 0.9986}, {'work_index': 910, 'similarity': 0.9985}, {'work_index': 917, 'similarity': 0.9984}, {'work_index': 952, 'similarity': 0.9981}]"
Lok Sabha,WS/MP18007/2025-2026/137066,Normal/Others,WS/MP18007/2025-2026/137066-Setting up of laboratories,Andhra Pradesh,Putta Mahesh Kumar,Eluru,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,2024-08-26,400000.0,2025-04-29,400000.0,Physical Inspection,0,941,Eluru(DISTRICT COLLECTOR ELURU_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,246,,-0.07360539882126427,False,0.1866195952418385,0.0,0.3598130841121495,0.5,17.23,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']","[{'work_index': 921, 'similarity': 0.9989}, {'work_index': 909, 'similarity': 0.9986}, {'work_index': 920, 'similarity': 0.9985}, {'work_index': 914, 'similarity': 0.9983}, {'work_index': 926, 'similarity': 0.9981}]"
Lok Sabha,WS/MP18007/2025-2026/137067,Normal/Others,WS/MP18007/2025-2026/137067-Setting up of laboratories,Andhra Pradesh,Putta Mahesh Kumar,Eluru,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,2024-08-26,400000.0,2025-04-29,400000.0,Physical Inspection,0,942,Eluru(DISTRICT COLLECTOR ELURU_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,246,,-0.07360539882126427,False,0.1866195952418385,0.0,0.3598130841121495,0.5,17.23,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']","[{'work_index': 938, 'similarity': 0.9999}, {'work_index': 939, 'similarity': 0.9996}, {'work_index': 941, 'similarity': 0.9995}, {'work_index': 949, 'similarity': 0.9995}, {'work_index': 940, 'similarity': 0.9993}]"
Lok Sabha,WS/MP18007/2025-2026/137068,Normal/Others,WS/MP18007/2025-2026/137068-Setting up of laboratories,Andhra Pradesh,Putta Mahesh Kumar,Eluru,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,2024-08-26,400000.0,2025-04-29,400000.0,Physical Inspection,0,943,Eluru(DISTRICT COLLECTOR ELURU_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,246,,-0.07360539882126427,False,0.1866195952418385,0.0,0.3598130841121495,0.5,17.23,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']","[{'work_index': 950, 'similarity': 0.9995}, {'work_index': 951, 'similarity': 0.9995}, {'work_index': 940, 'similarity': 0.9995}, {'work_index': 931, 'similarity': 0.9993}, {'work_index': 949, 'similarity': 0.9993}]"
Lok Sabha,WS/MP18007/2025-2026/137069,Normal/Others,WS/MP18007/2025-2026/137069-Setting up of laboratories,Andhra Pradesh,Putta Mahesh Kumar,Eluru,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,2024-08-26,400000.0,2025-04-29,400000.0,Physical Inspection,0,944,Eluru(DISTRICT COLLECTOR ELURU_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,246,,-0.07360539882126427,False,0.1866195952418385,0.0,0.3598130841121495,0.5,17.23,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']","[{'work_index': 951, 'similarity': 0.9995}, {'work_index': 957, 'similarity': 0.9995}, {'work_index': 941, 'similarity': 0.9995}, {'work_index': 930, 'similarity': 0.9993}, {'work_index': 929, 'similarity': 0.9992}]"
Lok Sabha,WS/MP18007/2025-2026/137070,Normal/Others,WS/MP18007/2025-2026/137070-Setting up of laboratories,Andhra Pradesh,Putta Mahesh Kumar,Eluru,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,2024-08-26,400000.0,2025-04-29,400000.0,Physical Inspection,0,945,Eluru(DISTRICT COLLECTOR ELURU_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,246,,-0.07360539882126427,False,0.1866195952418385,0.0,0.3598130841121495,0.5,17.23,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']","[{'work_index': 947, 'similarity': 0.9985}, {'work_index': 937, 'similarity': 0.9985}, {'work_index': 912, 'similarity': 0.9984}, {'work_index': 910, 'similarity': 0.9984}, {'work_index': 922, 'similarity': 0.9983}]"
Lok Sabha,WS/MP18007/2025-2026/137071,Normal/Others,WS/MP18007/2025-2026/137071-Setting up of laboratories,Andhra Pradesh,Putta Mahesh Kumar,Eluru,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,2024-08-26,400000.0,2025-04-29,400000.0,Physical Inspection,0,946,Eluru(DISTRICT COLLECTOR ELURU_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,246,,-0.07360539882126427,False,0.1866195952418385,0.0,0.3598130841121495,0.5,17.23,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']","[{'work_index': 923, 'similarity': 0.9991}, {'work_index': 943, 'similarity': 0.9991}, {'work_index': 953, 'similarity': 0.999}, {'work_index': 935, 'similarity': 0.9983}, {'work_index': 940, 'similarity': 0.998}]"
Lok Sabha,WS/MP18007/2025-2026/137072,Normal/Others,WS/MP18007/2025-2026/137072-Setting up of laboratories,Andhra Pradesh,Putta Mahesh Kumar,Eluru,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,2024-08-26,400000.0,2025-04-29,400000.0,Physical Inspection,0,947,Eluru(DISTRICT COLLECTOR ELURU_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,246,,-0.07360539882126427,False,0.1866195952418385,0.0,0.3598130841121495,0.5,17.23,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']","[{'work_index': 924, 'similarity': 0.9993}, {'work_index': 944, 'similarity': 0.9992}, {'work_index': 954, 'similarity': 0.9992}, {'work_index': 938, 'similarity': 0.9988}, {'work_index': 929, 'similarity': 0.9988}]"
Lok Sabha,WS/MP18007/2025-2026/137073,Normal/Others,WS/MP18007/2025-2026/137073-Setting up of laboratories,Andhra Pradesh,Putta Mahesh Kumar,Eluru,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,2024-08-26,400000.0,2025-04-29,400000.0,Physical Inspection,0,948,Eluru(DISTRICT COLLECTOR ELURU_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,246,,-0.07360539882126427,False,0.1866195952418385,0.0,0.3598130841121495,0.5,17.23,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']","[{'work_index': 925, 'similarity': 0.9992}, {'work_index': 945, 'similarity': 0.9992}, {'work_index': 955, 'similarity': 0.9991}, {'work_index': 938, 'similarity': 0.9985}, {'work_index': 934, 'similarity': 0.9984}]"
Lok Sabha,WS/MP18007/2025-2026/137074,Normal/Others,WS/MP18007/2025-2026/137074-Setting up of laboratories,Andhra Pradesh,Putta Mahesh Kumar,Eluru,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,2024-08-26,400000.0,2025-04-29,400000.0,Work Completed,0,949,Eluru(DISTRICT COLLECTOR ELURU_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,246,,-0.07360539882126427,False,0.1866195952418385,0.0,0.3598130841121495,0.5,17.23,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']","[{'work_index': 946, 'similarity': 0.9993}, {'work_index': 956, 'similarity': 0.9992}, {'work_index': 940, 'similarity': 0.9986}, {'work_index': 949, 'similarity': 0.9985}, {'work_index': 938, 'similarity': 0.9984}]"
Lok Sabha,WS/MP18007/2025-2026/137075,Normal/Others,WS/MP18007/2025-2026/137075-Setting up of laboratories,Andhra Pradesh,Putta Mahesh Kumar,Eluru,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,2024-08-26,400000.0,2025-04-29,400000.0,Physical Inspection,0,950,Eluru(DISTRICT COLLECTOR ELURU_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,246,,-0.07360539882126427,False,0.1866195952418385,0.0,0.3598130841121495,0.5,17.23,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']","[{'work_index': 927, 'similarity': 0.9991}, {'work_index': 910, 'similarity': 0.9988}, {'work_index': 919, 'similarity': 0.9985}, {'work_index': 932, 'similarity': 0.9985}, {'work_index': 947, 'similarity': 0.9984}]"
Lok Sabha,WS/MP18007/2025-2026/137076,Normal/Others,WS/MP18007/2025-2026/137076-Setting up of laboratories,Andhra Pradesh,Putta Mahesh Kumar,Eluru,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,2024-08-26,400000.0,2025-04-29,400000.0,Physical Inspection,0,951,Eluru(DISTRICT COLLECTOR ELURU_IDA),,,,,,,,,,,,,,147000000.0,,0.0,1.0,,,246,,-0.07360539882126427,False,0.1866195952418385,0.0,0.3598130841121495,0.5,17.23,LOW,"['Very high recommendation/sanction amount deviation', 'Substantial missing information']","[{'work_index': 929, 'similarity': 0.9999}, {'work_index': 939, 'similarity': 0.9995}, {'work_index': 941, 'similarity': 0.9993}, {'work_index': 940, 'similarity': 0.9993}, {'work_index': 949, 'similarity': 0.9993}]"
